,,읍면동명,시군구,투표구명,선거인수,투표수,더불어민주당 문재인,자유한국당 홍준표,국민의당 안철수,바른정당 유승민,정의당 심상정,새누리당 조원진,경제애국당 오영국,국민대통합당 장성민,늘푸른한국당 이재오,민중연합당 김선동,한국국민당 이경희,홍익당 윤홍식,무소속 김민찬,계,무효투표수,기권수
경기도,양평군,강하면,경기도양평군강하면,합계,"3,465","2,529",658,"1,061",580,119,76,15,0,1,0,0,2,1,4,"2,517",12,936
경기도,양평군,양서면,경기도양평군양서면,합계,"9,030","6,490","1,927","2,325","1,432",355,385,14,1,3,3,8,2,5,6,"6,466",24,"2,540"
경기도,양평군,옥천면,경기도양평군옥천면,합계,"5,837","4,294","1,238","1,550",992,240,237,7,1,2,2,3,2,5,0,"4,279",15,"1,543"
경기도,양평군,서종면,경기도양평군서종면,합계,"6,176","4,414","1,371","1,619",924,225,239,10,0,0,2,0,1,2,1,"4,394",20,"1,762"
경기도,양평군,단월면,경기도양평군단월면,합계,"2,922","2,114",473,926,468,114,81,10,1,1,0,1,3,8,1,"2,087",27,808
경기도,양평군,청운면,경기도양평군청운면,합계,"3,060","2,145",464,941,500,121,69,6,1,3,1,2,1,7,3,"2,119",26,915
경기도,양평군,양동면,경기도양평군양동면,합계,"3,704","2,567",557,"1,126",608,104,119,7,1,7,4,0,3,7,8,"2,551",16,"1,137"
경기도,양평군,지평면,경기도양평군지평면,합계,"5,294","3,720",897,"1,513",889,181,190,5,1,1,4,2,5,5,4,"3,697",23,"1,574"
경기도,양평군,용문면,경기도양평군용문면,합계,"12,530","9,056","2,563","3,314","2,040",531,503,16,2,9,3,4,0,8,18,"9,011",45,"3,474"
경기도,양평군,개군면,경기도양평군개군면,합계,"3,883","2,828",697,"1,127",652,152,164,6,0,5,1,0,4,3,1,"2,812",16,"1,055"
경기도,가평군,합계,경기도가평군,,"53,480","38,897","10,873","13,865","9,089","2,231","2,103",99,25,48,36,45,50,50,74,"38,588",309,"14,583"
경기도,가평군,가평읍,경기도가평군가평읍,합계,"15,162","10,728","3,127","3,819","2,402",628,629,19,1,12,9,3,6,8,16,"10,679",49,"4,434"
경기도,가평군,설악면,경기도가평군설악면,합계,"6,760","4,706","1,134","1,896","1,183",224,208,12,0,2,2,2,8,6,9,"4,686",20,"2,054"
경기도,가평군,청평면,경기도가평군청평면,합계,"11,200","7,838","2,237","2,972","1,776",368,390,22,2,6,5,12,6,5,7,"7,808",30,"3,362"
경기도,가평군,상면,경기도가평군상면,합계,"4,346","3,031",680,"1,257",745,172,122,9,1,6,1,2,3,6,6,"3,010",21,"1,315"
경기도,가평군,북면,경기도가평군북면,합계,"3,245","2,322",523,994,567,110,98,3,1,2,1,5,0,4,2,"2,310",12,923
경기도,가평군,조종면,경기도가평군조종면,합계,"7,471","5,084","1,233","1,772","1,207",359,281,25,14,12,10,16,22,14,19,"4,984",100,"2,387"
