시도명,구시군명,읍면동명,구분,선거인수,투표수,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,계,무효투표수,기권수
경기도,광명시,소하1동,소계,"24,012","13,203","6,827","5,664",468,38,21,32,"13,050",153,"10,809"
경기도,광명시,소하1동,관내사전투표,"3,905","3,904","2,146","1,612",99,9,6,6,"3,878",26,1
경기도,광명시,소하1동,선거일투표,"20,107","9,299","4,681","4,052",369,29,15,26,"9,172",127,"10,808"
경기도,광명시,소하2동,소계,"23,122","11,988","5,857","5,351",383,40,23,57,"11,711",277,"11,134"
경기도,광명시,소하2동,관내사전투표,"3,808","3,807","1,962","1,648",110,13,11,16,"3,760",47,1
경기도,광명시,소하2동,선거일투표,"19,314","8,181","3,895","3,703",273,27,12,41,"7,951",230,"11,133"
경기도,광명시,일직동,소계,"16,302","8,451","3,858","4,116",339,13,22,16,"8,364",87,"7,851"
경기도,광명시,일직동,관내사전투표,"2,771","2,768","1,332","1,313",87,7,8,8,"2,755",13,3
경기도,광명시,일직동,선거일투표,"13,531","5,683","2,526","2,803",252,6,14,8,"5,609",74,"7,848"
경기도,광명시,학온동,소계,"1,802","1,024",290,707,12,3,0,3,"1,015",9,778
경기도,광명시,학온동,관내사전투표,351,349,98,245,3,0,0,1,347,2,2
경기도,광명시,학온동,선거일투표,"1,451",675,192,462,9,3,0,2,668,7,776
경기도,광명시,잘못 투입·구분된 투표지,,0,58,27,28,1,0,0,0,56,2,-58
경기도,평택시,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,평택시,합계,,"478,356","208,666","90,703","107,203","6,560",537,421,"1,076","206,500","2,166","269,690"
경기도,평택시,거소투표,,"1,174","1,105",419,553,26,13,8,5,"1,024",81,69
경기도,평택시,관외사전투표,,"25,374","25,337","11,208","12,575",840,108,79,178,"24,988",349,37
경기도,평택시,팽성읍,소계,"24,734","9,672","3,392","5,867",213,22,14,39,"9,547",125,"15,062"
경기도,평택시,팽성읍,관내사전투표,"2,752","2,750","1,103","1,542",58,4,7,17,"2,731",19,2
경기도,평택시,팽성읍,선거일투표,"21,982","6,922","2,289","4,325",155,18,7,22,"6,816",106,"15,060"
경기도,평택시,안중읍,소계,"33,978","13,412","6,379","6,300",472,44,24,74,"13,293",119,"20,566"
경기도,평택시,안중읍,관내사전투표,"3,765","3,761","1,813","1,747",123,10,7,32,"3,732",29,4
경기도,평택시,안중읍,선거일투표,"30,213","9,651","4,566","4,553",349,34,17,42,"9,561",90,"20,562"
경기도,평택시,포승읍,소계,"20,334","7,016","3,042","3,605",222,12,12,41,"6,934",82,"13,318"
경기도,평택시,포승읍,관내사전투표,"2,449","2,449","1,181","1,138",88,4,4,10,"2,425",24,0
경기도,평택시,포승읍,선거일투표,"17,885","4,567","1,861","2,467",134,8,8,31,"4,509",58,"13,318"
경기도,평택시,청북읍,소계,"19,504","7,334","3,473","3,533",220,23,10,23,"7,282",52,"12,170"
경기도,평택시,청북읍,관내사전투표,"1,759","1,756",841,856,40,3,1,4,"1,745",11,3
경기도,평택시,청북읍,선거일투표,"17,745","5,578","2,632","2,677",180,20,9,19,"5,537",41,"12,167"
경기도,평택시,진위면,소계,"9,787","4,154","1,661","2,295",107,9,5,13,"4,090",64,"5,633"
경기도,평택시,진위면,관내사전투표,"1,312","1,308",552,689,34,3,1,3,"1,282",26,4
경기도,평택시,진위면,선거일투표,"8,475","2,846","1,109","1,606",73,6,4,10,"2,808",38,"5,629"
경기도,평택시,서탄면,소계,"3,148","1,553",473,"1,008",37,5,3,11,"1,537",16,"1,595"
경기도,평택시,서탄면,관내사전투표,531,531,159,349,11,0,2,4,525,6,0
경기도,평택시,서탄면,선거일투표,"2,617","1,022",314,659,26,5,1,7,"1,012",10,"1,595"
경기도,평택시,고덕면,소계,"10,892","4,613","1,881","2,504",140,10,9,24,"4,568",45,"6,279"
경기도,평택시,고덕면,관내사전투표,984,982,398,531,27,2,2,12,972,10,2
경기도,평택시,고덕면,선거일투표,"9,908","3,631","1,483","1,973",113,8,7,12,"3,596",35,"6,277"
경기도,평택시,오성면,소계,"5,797","2,633",896,"1,584",74,9,10,13,"2,586",47,"3,164"
경기도,평택시,오성면,관내사전투표,974,974,380,542,21,5,1,6,955,19,0
경기도,평택시,오성면,선거일투표,"4,823","1,659",516,"1,042",53,4,9,7,"1,631",28,"3,164"
경기도,평택시,현덕면,소계,"5,037","2,823",995,"1,673",85,8,7,13,"2,781",42,"2,214"
경기도,평택시,현덕면,관내사전투표,"1,374","1,374",567,734,43,5,1,9,"1,359",15,0
경기도,평택시,현덕면,선거일투표,"3,663","1,449",428,939,42,3,6,4,"1,422",27,"2,214"
경기도,평택시,중앙동,소계,"36,338","15,070","6,468","7,753",476,46,32,151,"14,926",144,"21,268"
경기도,평택시,중앙동,관내사전투표,"3,312","3,311","1,520","1,621",89,12,8,37,"3,287",24,1
경기도,평택시,중앙동,선거일투표,"33,026","11,759","4,948","6,132",387,34,24,114,"11,639",120,"21,267"
경기도,평택시,서정동,소계,"21,676","7,733","3,220","4,138",171,21,15,68,"7,633",100,"13,943"
경기도,평택시,서정동,관내사전투표,"2,360","2,355","1,003","1,227",52,8,7,23,"2,320",35,5
경기도,평택시,서정동,선거일투표,"19,316","5,378","2,217","2,911",119,13,8,45,"5,313",65,"13,938"
경기도,평택시,송탄동,소계,"16,856","6,601","3,040","3,267",205,9,12,27,"6,560",41,"10,255"
경기도,평택시,송탄동,관내사전투표,"1,438","1,438",643,743,40,2,2,3,"1,433",5,0
경기도,평택시,송탄동,선거일투표,"15,418","5,163","2,397","2,524",165,7,10,24,"5,127",36,"10,255"
경기도,평택시,지산동,소계,"11,445","3,831","1,647","2,000",114,5,5,15,"3,786",45,"7,614"
경기도,평택시,지산동,관내사전투표,"1,540","1,540",651,819,43,1,3,7,"1,524",16,0
경기도,평택시,지산동,선거일투표,"9,905","2,291",996,"1,181",71,4,2,8,"2,262",29,"7,614"
경기도,평택시,송북동,소계,"18,351","7,826","3,214","4,271",202,13,15,26,"7,741",85,"10,525"
경기도,평택시,송북동,관내사전투표,"2,834","2,834","1,168","1,546",69,4,5,9,"2,801",33,0
경기도,평택시,송북동,선거일투표,"15,517","4,992","2,046","2,725",133,9,10,17,"4,940",52,"10,525"
경기도,평택시,신장1동,소계,"5,982","2,132",820,"1,204",55,9,6,8,"2,102",30,"3,850"
경기도,평택시,신장1동,관내사전투표,952,952,336,575,16,6,2,4,939,13,0
경기도,평택시,신장1동,선거일투표,"5,030","1,180",484,629,39,3,4,4,"1,163",17,"3,850"
경기도,평택시,신장2동,소계,"5,223","1,891",652,"1,150",33,3,4,11,"1,853",38,"3,332"
경기도,평택시,신장2동,관내사전투표,801,801,302,462,9,2,3,4,782,19,0
경기도,평택시,신장2동,선거일투표,"4,422","1,090",350,688,24,1,1,7,"1,071",19,"3,332"
경기도,평택시,신평동,소계,"19,418","7,186","2,724","4,143",173,18,17,21,"7,096",90,"12,232"
경기도,평택시,신평동,관내사전투표,"1,926","1,925",806,"1,053",30,2,4,7,"1,902",23,1
경기도,평택시,신평동,선거일투표,"17,492","5,261","1,918","3,090",143,16,13,14,"5,194",67,"12,231"
경기도,평택시,원평동,소계,"11,609","4,811","1,930","2,659",141,7,7,24,"4,768",43,"6,798"
경기도,평택시,원평동,관내사전투표,"1,799","1,797",786,931,54,5,2,5,"1,783",14,2
경기도,평택시,원평동,선거일투표,"9,810","3,014","1,144","1,728",87,2,5,19,"2,985",29,"6,796"
경기도,평택시,통복동,소계,"3,891","1,764",654,"1,032",38,4,3,9,"1,740",24,"2,127"
경기도,평택시,통복동,관내사전투표,649,648,261,359,15,2,0,6,643,5,1
경기도,평택시,통복동,선거일투표,"3,242","1,116",393,673,23,2,3,3,"1,097",19,"2,126"
경기도,평택시,비전1동,소계,"38,440","16,453","7,909","7,635",644,29,36,69,"16,322",131,"21,987"
경기도,평택시,비전1동,관내사전투표,"3,635","3,633","1,956","1,496",132,1,5,23,"3,613",20,2
경기도,평택시,비전1동,선거일투표,"34,805","12,820","5,953","6,139",512,28,31,46,"12,709",111,"21,985"
경기도,평택시,비전2동,소계,"42,698","18,556","8,172","9,514",606,45,30,66,"18,433",123,"24,142"
경기도,평택시,비전2동,관내사전투표,"4,257","4,253","1,892","2,164",131,8,9,21,"4,225",28,4
경기도,평택시,비전2동,선거일투표,"38,441","14,303","6,280","7,350",475,37,21,45,"14,208",95,"24,138"
경기도,평택시,세교동,소계,"22,981","9,830","4,388","4,982",304,10,12,44,"9,740",90,"13,151"
경기도,평택시,세교동,관내사전투표,"2,962","2,961","1,456","1,367",103,0,0,20,"2,946",15,1
경기도,평택시,세교동,선거일투표,"20,019","6,869","2,932","3,615",201,10,12,24,"6,794",75,"13,150"
경기도,평택시,용이동,소계,"19,538","8,740","4,363","3,953",309,19,18,31,"8,693",47,"10,798"
경기도,평택시,용이동,관내사전투표,"2,328","2,328","1,236",979,87,4,6,7,"2,319",9,0
경기도,평택시,용이동,선거일투표,"17,210","6,412","3,127","2,974",222,15,12,24,"6,374",38,"10,798"
경기도,평택시,동삭동,소계,"27,329","10,529","5,080","4,897",400,17,11,51,"10,456",73,"16,800"
경기도,평택시,동삭동,관내사전투표,"2,666","2,666","1,347","1,166",104,4,6,19,"2,646",20,0
경기도,평택시,동삭동,선거일투표,"24,663","7,863","3,733","3,731",296,13,5,32,"7,810",53,"16,800"
경기도,평택시,고덕동,소계,"16,822","5,988","2,574","3,069",250,18,17,20,"5,948",40,"10,834"
경기도,평택시,고덕동,관내사전투표,"1,237","1,237",606,557,52,6,3,4,"1,228",9,0
경기도,평택시,고덕동,선거일투표,"15,585","4,751","1,968","2,512",198,12,14,16,"4,720",31,"10,834"
경기도,평택시,잘못 투입·구분된 투표지,,0,73,29,39,3,1,0,1,73,0,-73
경기도,양주시,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,양주시,합계,,"197,751","95,153","42,477","48,008","2,442",208,172,395,"93,702","1,451","102,598"
경기도,양주시,거소투표,,563,496,193,225,24,6,7,6,461,35,67
경기도,양주시,관외사전투표,,"9,526","9,520","4,513","4,462",284,25,34,63,"9,381",139,6
경기도,양주시,백석읍,소계,"21,719","10,424","4,296","5,707",233,20,14,46,"10,316",108,"11,295"
경기도,양주시,백석읍,관내사전투표,"3,272","3,267","1,389","1,757",72,4,1,18,"3,241",26,5
경기도,양주시,백석읍,선거일투표,"18,447","7,157","2,907","3,950",161,16,13,28,"7,075",82,"11,290"
경기도,양주시,은현면,소계,"5,155","2,489",762,"1,599",50,9,4,3,"2,427",62,"2,666"
경기도,양주시,은현면,관내사전투표,940,939,321,580,15,2,3,1,922,17,1
경기도,양주시,은현면,선거일투표,"4,215","1,550",441,"1,019",35,7,1,2,"1,505",45,"2,665"
경기도,양주시,남면,소계,"5,932","2,772",953,"1,685",35,9,4,9,"2,695",77,"3,160"
경기도,양주시,남면,관내사전투표,"1,031","1,026",386,599,8,3,3,3,"1,002",24,5
경기도,양주시,남면,선거일투표,"4,901","1,746",567,"1,086",27,6,1,6,"1,693",53,"3,155"
경기도,양주시,광적면,소계,"10,245","5,007","1,918","2,895",78,13,7,20,"4,931",76,"5,238"
경기도,양주시,광적면,관내사전투표,"2,583","2,581","1,025","1,467",27,8,2,12,"2,541",40,2
경기도,양주시,광적면,선거일투표,"7,662","2,426",893,"1,428",51,5,5,8,"2,390",36,"5,236"
경기도,양주시,장흥면,소계,"9,344","4,356","1,518","2,654",110,9,12,7,"4,310",46,"4,988"
경기도,양주시,장흥면,관내사전투표,"1,557","1,557",566,937,30,3,7,2,"1,545",12,0
경기도,양주시,장흥면,선거일투표,"7,787","2,799",952,"1,717",80,6,5,5,"2,765",34,"4,988"
경기도,양주시,양주1동,소계,"4,487","2,297",818,"1,376",47,2,4,8,"2,255",42,"2,190"
경기도,양주시,양주1동,관내사전투표,549,549,221,301,18,0,2,1,543,6,0
경기도,양주시,양주1동,선거일투표,"3,938","1,748",597,"1,075",29,2,2,7,"1,712",36,"2,190"
경기도,양주시,양주2동,소계,"38,048","17,286","8,283","8,175",479,37,28,59,"17,061",225,"20,762"
경기도,양주시,양주2동,관내사전투표,"4,516","4,513","2,249","2,103",92,4,6,24,"4,478",35,3
경기도,양주시,양주2동,선거일투표,"33,532","12,773","6,034","6,072",387,33,22,35,"12,583",190,"20,759"
경기도,양주시,회천1동,소계,"8,391","4,015","1,575","2,206",116,10,7,5,"3,919",96,"4,376"
경기도,양주시,회천1동,관내사전투표,"1,721","1,721",738,903,39,4,4,2,"1,690",31,0
경기도,양주시,회천1동,선거일투표,"6,670","2,294",837,"1,303",77,6,3,3,"2,229",65,"4,376"
경기도,양주시,회천2동,소계,"22,382","9,675","4,450","4,741",225,28,16,58,"9,518",157,"12,707"
경기도,양주시,회천2동,관내사전투표,"3,258","3,257","1,587","1,532",63,9,4,29,"3,224",33,1
경기도,양주시,회천2동,선거일투표,"19,124","6,418","2,863","3,209",162,19,12,29,"6,294",124,"12,706"
경기도,양주시,회천3동,소계,"21,731","10,100","4,682","4,838",308,20,18,46,"9,912",188,"11,631"
경기도,양주시,회천3동,관내사전투표,"3,727","3,727","1,858","1,682",99,3,9,13,"3,664",63,0
경기도,양주시,회천3동,선거일투표,"18,004","6,373","2,824","3,156",209,17,9,33,"6,248",125,"11,631"
경기도,양주시,회천4동,소계,"40,228","16,686","8,507","7,431",451,20,17,64,"16,490",196,"23,542"
경기도,양주시,회천4동,관내사전투표,"4,201","4,199","2,187","1,848",93,3,6,30,"4,167",32,2
경기도,양주시,회천4동,선거일투표,"36,027","12,487","6,320","5,583",358,17,11,34,"12,323",164,"23,540"
경기도,양주시,잘못 투입·구분된 투표지,,0,30,9,14,2,0,0,1,26,4,-30
경기도,동두천시,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,동두천시,합계,,"81,074","39,745","16,674","21,019",825,133,66,187,"38,904",841,"41,329"
경기도,동두천시,거소투표,,169,150,63,67,5,3,1,0,139,11,19
경기도,동두천시,관외사전투표,,"4,232","4,222","1,942","2,018",124,21,9,42,"4,156",66,10
경기도,동두천시,생연1동,소계,"5,766","2,622",997,"1,497",57,7,4,11,"2,573",49,"3,144"
경기도,동두천시,생연1동,관내사전투표,"1,136","1,133",442,652,18,0,1,4,"1,117",16,3
경기도,동두천시,생연1동,선거일투표,"4,630","1,489",555,845,39,7,3,7,"1,456",33,"3,141"
경기도,동두천시,생연2동,소계,"9,654","4,793","2,009","2,533",94,8,7,20,"4,671",122,"4,861"
경기도,동두천시,생연2동,관내사전투표,"2,011","2,010",849,"1,053",37,2,1,15,"1,957",53,1
경기도,동두천시,생연2동,선거일투표,"7,643","2,783","1,160","1,480",57,6,6,5,"2,714",69,"4,860"
경기도,동두천시,중앙동,소계,"4,679","2,276",832,"1,361",27,7,3,7,"2,237",39,"2,403"
경기도,동두천시,중앙동,관내사전투표,"1,165","1,165",435,689,11,2,1,3,"1,141",24,0
경기도,동두천시,중앙동,선거일투표,"3,514","1,111",397,672,16,5,2,4,"1,096",15,"2,403"
경기도,동두천시,보산동,소계,"2,645","1,231",466,709,18,5,5,3,"1,206",25,"1,414"
경기도,동두천시,보산동,관내사전투표,610,610,242,335,10,3,1,3,594,16,0
경기도,동두천시,보산동,선거일투표,"2,035",621,224,374,8,2,4,0,612,9,"1,414"
경기도,동두천시,불현동,소계,"21,228","9,249","3,913","4,929",180,27,10,55,"9,114",135,"11,979"
경기도,동두천시,불현동,관내사전투표,"3,265","3,264","1,444","1,702",47,7,3,22,"3,225",39,1
경기도,동두천시,불현동,선거일투표,"17,963","5,985","2,469","3,227",133,20,7,33,"5,889",96,"11,978"
경기도,동두천시,송내동,소계,"20,277","9,199","4,164","4,553",193,31,13,27,"8,981",218,"11,078"
경기도,동두천시,송내동,관내사전투표,"3,564","3,562","1,699","1,693",72,9,3,8,"3,484",78,2
경기도,동두천시,송내동,선거일투표,"16,713","5,637","2,465","2,860",121,22,10,19,"5,497",140,"11,076"
경기도,동두천시,소요동,소계,"7,755","3,793","1,423","2,173",84,13,8,14,"3,715",78,"3,962"
경기도,동두천시,소요동,관내사전투표,"1,262","1,262",509,689,16,7,1,8,"1,230",32,0
경기도,동두천시,소요동,선거일투표,"6,493","2,531",914,"1,484",68,6,7,6,"2,485",46,"3,962"
경기도,동두천시,상패동,소계,"4,669","2,200",860,"1,174",43,11,6,8,"2,102",98,"2,469"
경기도,동두천시,상패동,관내사전투표,982,982,430,476,18,5,3,3,935,47,0
경기도,동두천시,상패동,선거일투표,"3,687","1,218",430,698,25,6,3,5,"1,167",51,"2,469"
경기도,동두천시,잘못 투입·구분된 투표지,,0,10,5,5,0,0,0,0,10,0,-10
경기도,안산시상록구,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,안산시상록구,합계,,"305,390","138,929","67,733","63,788","4,129",460,337,740,"137,187","1,742","166,461"
경기도,안산시상록구,거소투표,,412,401,160,199,7,8,3,4,381,20,11
경기도,안산시상록구,관외사전투표,,"14,141","14,139","7,153","6,065",481,73,49,101,"13,922",217,2
경기도,안산시상록구,일동,소계,"20,769","8,054","4,161","3,440",267,35,22,39,"7,964",90,"12,715"
경기도,안산시상록구,일동,관내사전투표,"2,717","2,716","1,422","1,144",87,11,7,13,"2,684",32,1
경기도,안산시상록구,일동,선거일투표,"18,052","5,338","2,739","2,296",180,24,15,26,"5,280",58,"12,714"
경기도,안산시상록구,이동,소계,"20,960","7,577","3,689","3,541",225,16,14,22,"7,507",70,"13,383"
경기도,안산시상록구,이동,관내사전투표,"1,890","1,890",982,833,46,1,4,7,"1,873",17,0
경기도,안산시상록구,이동,선거일투표,"19,070","5,687","2,707","2,708",179,15,10,15,"5,634",53,"13,383"
경기도,안산시상록구,사동,소계,"28,426","11,582","5,809","4,983",365,49,42,99,"11,347",235,"16,844"
경기도,안산시상록구,사동,관내사전투표,"3,403","3,403","1,751","1,447",99,9,9,38,"3,353",50,0
경기도,안산시상록구,사동,선거일투표,"25,023","8,179","4,058","3,536",266,40,33,61,"7,994",185,"16,844"
경기도,안산시상록구,사이동,소계,"26,347","11,344","5,625","5,086",322,32,23,91,"11,179",165,"15,003"
경기도,안산시상록구,사이동,관내사전투표,"3,249","3,249","1,576","1,517",88,10,6,19,"3,216",33,0
경기도,안산시상록구,사이동,선거일투표,"23,098","8,095","4,049","3,569",234,22,17,72,"7,963",132,"15,003"
경기도,안산시상록구,해양동,소계,"30,694","15,039","6,723","7,542",542,40,21,69,"14,937",102,"15,655"
경기도,안산시상록구,해양동,관내사전투표,"3,400","3,400","1,539","1,689",121,10,5,14,"3,378",22,0
경기도,안산시상록구,해양동,선거일투표,"27,294","11,639","5,184","5,853",421,30,16,55,"11,559",80,"15,655"
경기도,안산시상록구,본오1동,소계,"30,680","10,776","5,458","4,804",253,45,31,53,"10,644",132,"19,904"
경기도,안산시상록구,본오1동,관내사전투표,"3,146","3,145","1,670","1,335",65,14,9,22,"3,115",30,1
경기도,안산시상록구,본오1동,선거일투표,"27,534","7,631","3,788","3,469",188,31,22,31,"7,529",102,"19,903"
경기도,안산시상록구,본오2동,소계,"21,836","9,616","4,803","4,354",243,27,24,47,"9,498",118,"12,220"
경기도,안산시상록구,본오2동,관내사전투표,"2,547","2,547","1,322","1,105",67,11,10,10,"2,525",22,0
경기도,안산시상록구,본오2동,선거일투표,"19,289","7,069","3,481","3,249",176,16,14,37,"6,973",96,"12,220"
경기도,안산시상록구,본오3동,소계,"16,936","7,596","3,686","3,479",215,13,13,66,"7,472",124,"9,340"
경기도,안산시상록구,본오3동,관내사전투표,"2,335","2,334","1,225","1,021",51,2,3,18,"2,320",14,1
경기도,안산시상록구,본오3동,선거일투표,"14,601","5,262","2,461","2,458",164,11,10,48,"5,152",110,"9,339"
경기도,안산시상록구,부곡동,소계,"18,210","7,132","3,520","3,274",185,23,17,28,"7,047",85,"11,078"
경기도,안산시상록구,부곡동,관내사전투표,"2,418","2,417","1,208","1,111",57,9,5,13,"2,403",14,1
경기도,안산시상록구,부곡동,선거일투표,"15,792","4,715","2,312","2,163",128,14,12,15,"4,644",71,"11,077"
경기도,안산시상록구,월피동,소계,"31,883","12,851","6,495","5,760",354,37,20,44,"12,710",141,"19,032"
경기도,안산시상록구,월피동,관내사전투표,"2,989","2,989","1,556","1,323",63,6,2,16,"2,966",23,0
경기도,안산시상록구,월피동,선거일투표,"28,894","9,862","4,939","4,437",291,31,18,28,"9,744",118,"19,032"
경기도,안산시상록구,성포동,소계,"21,480","11,331","5,247","5,571",335,30,20,41,"11,244",87,"10,149"
경기도,안산시상록구,성포동,관내사전투표,"3,484","3,482","1,678","1,674",92,4,4,13,"3,465",17,2
경기도,안산시상록구,성포동,선거일투표,"17,996","7,849","3,569","3,897",243,26,16,28,"7,779",70,"10,147"
경기도,안산시상록구,반월동,소계,"14,843","7,863","3,534","3,885",241,18,35,32,"7,745",118,"6,980"
경기도,안산시상록구,반월동,관내사전투표,"2,825","2,824","1,347","1,345",81,4,8,10,"2,795",29,1
경기도,안산시상록구,반월동,선거일투표,"12,018","5,039","2,187","2,540",160,14,27,22,"4,950",89,"6,979"
경기도,안산시상록구,안산동,소계,"7,773","3,599","1,656","1,794",93,14,3,4,"3,564",35,"4,174"
경기도,안산시상록구,안산동,관내사전투표,"1,385","1,385",647,684,35,6,2,1,"1,375",10,0
경기도,안산시상록구,안산동,선거일투표,"6,388","2,214","1,009","1,110",58,8,1,3,"2,189",25,"4,174"
경기도,안산시상록구,잘못 투입·구분된 투표지,,0,29,14,11,1,0,0,0,26,3,-29
경기도,안산시단원구,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,안산시단원구,합계,,"266,229","121,608","57,346","56,594","3,829",343,236,648,"118,996","2,612","144,621"
경기도,안산시단원구,거소투표,,446,421,143,234,9,4,4,3,397,24,25
경기도,안산시단원구,관외사전투표,,"12,548","12,541","6,143","5,588",449,38,43,81,"12,342",199,7
경기도,안산시단원구,와동,소계,"31,817","10,817","5,628","4,692",298,30,12,54,"10,714",103,"21,000"
경기도,안산시단원구,와동,관내사전투표,"2,953","2,952","1,593","1,258",59,9,4,7,"2,930",22,1
경기도,안산시단원구,와동,선거일투표,"28,864","7,865","4,035","3,434",239,21,8,47,"7,784",81,"20,999"
경기도,안산시단원구,고잔동,소계,"18,214","7,660","3,723","3,484",269,26,16,52,"7,570",90,"10,554"
경기도,안산시단원구,고잔동,관내사전투표,"2,553","2,553","1,280","1,133",82,10,3,18,"2,526",27,0
경기도,안산시단원구,고잔동,선거일투표,"15,661","5,107","2,443","2,351",187,16,13,34,"5,044",63,"10,554"
경기도,안산시단원구,중앙동,소계,"20,463","8,860","4,045","4,325",295,20,21,37,"8,743",117,"11,603"
경기도,안산시단원구,중앙동,관내사전투표,"3,310","3,310","1,566","1,584",105,7,10,5,"3,277",33,0
경기도,안산시단원구,중앙동,선거일투표,"17,153","5,550","2,479","2,741",190,13,11,32,"5,466",84,"11,603"
경기도,안산시단원구,호수동,소계,"34,376","17,983","8,489","8,436",661,28,31,51,"17,696",287,"16,393"
경기도,안산시단원구,호수동,관내사전투표,"3,950","3,948","1,968","1,777",156,6,6,9,"3,922",26,2
경기도,안산시단원구,호수동,선거일투표,"30,426","14,035","6,521","6,659",505,22,25,42,"13,774",261,"16,391"
경기도,안산시단원구,원곡동,소계,"7,961","1,864",822,867,39,10,6,10,"1,754",110,"6,097"
경기도,안산시단원구,원곡동,관내사전투표,720,720,358,316,19,1,2,2,698,22,0
경기도,안산시단원구,원곡동,선거일투표,"7,241","1,144",464,551,20,9,4,8,"1,056",88,"6,097"
경기도,안산시단원구,백운동,소계,"18,290","8,308","3,667","3,885",243,21,20,77,"7,913",395,"9,982"
경기도,안산시단원구,백운동,관내사전투표,"2,861","2,860","1,303","1,358",72,10,10,26,"2,779",81,1
경기도,안산시단원구,백운동,선거일투표,"15,429","5,448","2,364","2,527",171,11,10,51,"5,134",314,"9,981"
경기도,안산시단원구,신길동,소계,"18,741","7,966","3,836","3,546",216,22,15,45,"7,680",286,"10,775"
경기도,안산시단원구,신길동,관내사전투표,"2,160","2,157","1,075",960,51,4,7,14,"2,111",46,3
경기도,안산시단원구,신길동,선거일투표,"16,581","5,809","2,761","2,586",165,18,8,31,"5,569",240,"10,772"
경기도,안산시단원구,초지동,소계,"37,712","17,449","8,410","8,139",609,51,19,78,"17,306",143,"20,263"
경기도,안산시단원구,초지동,관내사전투표,"4,451","4,449","2,288","1,949",139,12,2,19,"4,409",40,2
경기도,안산시단원구,초지동,선거일투표,"33,261","13,000","6,122","6,190",470,39,17,59,"12,897",103,"20,261"
경기도,안산시단원구,선부1동,소계,"15,141","7,166","3,202","3,375",223,23,15,59,"6,897",269,"7,975"
경기도,안산시단원구,선부1동,관내사전투표,"2,057","2,056",986,933,71,5,2,17,"2,014",42,1
경기도,안산시단원구,선부1동,선거일투표,"13,084","5,110","2,216","2,442",152,18,13,42,"4,883",227,"7,974"
경기도,안산시단원구,선부2동,소계,"14,173","4,980","2,307","2,113",118,26,14,37,"4,615",365,"9,193"
경기도,안산시단원구,선부2동,관내사전투표,"1,552","1,551",805,651,37,8,5,11,"1,517",34,1
경기도,안산시단원구,선부2동,선거일투표,"12,621","3,429","1,502","1,462",81,18,9,26,"3,098",331,"9,192"
경기도,안산시단원구,선부3동,소계,"28,531","11,786","5,820","5,413",332,38,16,56,"11,675",111,"16,745"
경기도,안산시단원구,선부3동,관내사전투표,"2,656","2,655","1,338","1,240",47,8,0,9,"2,642",13,1
경기도,안산시단원구,선부3동,선거일투표,"25,875","9,131","4,482","4,173",285,30,16,47,"9,033",98,"16,744"
경기도,안산시단원구,대부동,소계,"7,816","3,776","1,097","2,486",67,6,4,6,"3,666",110,"4,040"
경기도,안산시단원구,대부동,관내사전투표,"1,510","1,510",500,942,32,0,2,4,"1,480",30,0
경기도,안산시단원구,대부동,선거일투표,"6,306","2,266",597,"1,544",35,6,2,2,"2,186",80,"4,040"
경기도,안산시단원구,잘못 투입·구분된 투표지,,0,31,14,11,1,0,0,2,28,3,-31
경기도,고양시덕양구,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,고양시덕양구,합계,,"461,775","241,011","107,506","111,512","15,501",569,699,"1,019","236,806","4,205","220,764"
경기도,고양시덕양구,거소투표,,516,480,180,228,23,3,3,4,441,39,36
경기도,고양시덕양구,관외사전투표,,"27,231","27,193","13,092","11,679","1,695",84,122,159,"26,831",362,38
경기도,고양시덕양구,주교동,소계,"11,618","4,755","2,086","2,303",267,15,12,13,"4,696",59,"6,863"
경기도,고양시덕양구,주교동,관내사전투표,"1,738","1,738",791,843,80,5,2,3,"1,724",14,0
경기도,고양시덕양구,주교동,선거일투표,"9,880","3,017","1,295","1,460",187,10,10,10,"2,972",45,"6,863"
경기도,고양시덕양구,원신동,소계,"17,336","8,390","3,633","3,854",731,10,14,13,"8,255",135,"8,946"
경기도,고양시덕양구,원신동,관내사전투표,"1,479","1,478",642,699,118,1,1,4,"1,465",13,1
경기도,고양시덕양구,원신동,선거일투표,"15,857","6,912","2,991","3,155",613,9,13,9,"6,790",122,"8,945"
경기도,고양시덕양구,흥도동,소계,"21,228","10,770","4,877","4,334","1,422",21,16,40,"10,710",60,"10,458"
경기도,고양시덕양구,흥도동,관내사전투표,"1,768","1,766",759,812,173,4,3,9,"1,760",6,2
경기도,고양시덕양구,흥도동,선거일투표,"19,460","9,004","4,118","3,522","1,249",17,13,31,"8,950",54,"10,456"
경기도,고양시덕양구,성사1동,소계,"18,591","8,973","3,916","4,277",613,20,22,28,"8,876",97,"9,618"
